Detail_url,Name,Rating,Genre,Date,Runtime,Director
https://www.themoviedb.org/movie/4247,Scary Movie,63.0,Comedy,07/07/2000 (US),1h 28m,Marlon Wayans
https://www.themoviedb.org/movie/522444,Black Water: Abyss,51.0,"Horror, Thriller, Adventure, Mystery",07/08/2020 (US),1h 38m,John Ridley
https://www.themoviedb.org/movie/345940,The Meg,62.0,"Action, Science Fiction, Horror",10/08/2018 (IN),1h 53m,Steve Alten
https://www.themoviedb.org/movie/10195,Thor,68.0,"Adventure, Fantasy, Action",29/04/2011 (IN),1h 55m,Zack Stentz
https://www.themoviedb.org/movie/72545,Journey 2: The Mysterious Island,61.0,"Adventure, Action, Science Fiction",10/02/2012 (US),1h 34m,Mark Gunn
https://www.themoviedb.org/movie/257344,Pixels,57.0,"Action, Comedy, Science Fiction",07/08/2015 (IN),1h 45m,Timothy Dowling
https://www.themoviedb.org/movie/370172,No Time to Die,75.0,"Adventure, Action, Thriller",30/09/2021 (IN),2h 43m,Neal Purvis
https://www.themoviedb.org/movie/39254,Real Steel,69.0,"Action, Science Fiction, Drama",06/10/2011 (IN),2h 7m,Leslie Bohem
https://www.themoviedb.org/movie/10674,Mulan,79.0,"Animation, Family, Adventure",19/06/1998 (US),1h 28m,Barry Cook
https://www.themoviedb.org/movie/508442,Soul,82.0,"Animation, Family, Comedy, Fantasy, Drama",25/12/2020 (TW),1h 41m,Kemp Powers
https://www.themoviedb.org/movie/581726,Infinite,67.0,"Science Fiction, Action, Thriller",09/09/2021 (NL),1h 46m,D. Eric Maikranz
https://www.themoviedb.org/movie/863,Toy Story 2,76.0,"Animation, Comedy, Family",24/11/1999 (US),1h 32m,Andrew Stanton
https://www.themoviedb.org/movie/785985,The Takedown,60.0,"Comedy, Action",06/05/2022 (FR),1h 59m,Stéphane Kazandjian
https://www.themoviedb.org/movie/2062,Ratatouille,78.0,"Animation, Comedy, Family, Fantasy",29/06/2007 (US),1h 51m,Kathy Greenberg
https://www.themoviedb.org/movie/811072,Two,54.0,"Thriller, Horror",23/07/2021 (ES),1h 11m,Mar Targarona
https://www.themoviedb.org/movie/10198,The Princess and the Frog,72.0,"Romance, Family, Animation",10/12/2009 (US),1h 38m,John Musker
https://www.themoviedb.org/movie/216015,Fifty Shades of Grey,59.0,"Drama, Romance, Thriller",13/02/2015 (US),2h 5m,E.L. James
https://www.themoviedb.org/movie/122,The Lord of the Rings: The Return of the King,85.0,"Adventure, Fantasy, Action",06/02/2004 (IN),3h 21m,J.R.R. Tolkien
https://www.themoviedb.org/movie/301528,Toy Story 4,76.0,"Family, Adventure, Animation, Comedy, Fantasy, Drama",21/06/2019 (IN),1h 40m,Stephany Folsom
https://www.themoviedb.org/movie/177572,Big Hero 6,77.0,"Adventure, Family, Animation, Action, Comedy",07/11/2014 (US),1h 42m,Duncan Rouleau
https://www.themoviedb.org/movie/72190,World War Z,68.0,"Action, Drama, Horror, Science Fiction, Thriller",21/06/2013 (US),1h 56m,Max Brooks
https://www.themoviedb.org/movie/284053,Thor: Ragnarok,76.0,"Action, Adventure, Fantasy, Science Fiction, Comedy",03/11/2017 (IN),2h 11m,Stephany Folsom
https://www.themoviedb.org/movie/109445,Frozen,73.0,"Animation, Family, Adventure, Fantasy",27/11/2013 (US),1h 42m,Chris Buck
https://www.themoviedb.org/movie/260514,Cars 3,68.0,"Animation, Adventure, Comedy, Family",16/06/2017 (US),1h 42m,Bob Peterson
https://www.themoviedb.org/movie/955740,Dakota,62.0,"Family, Adventure",01/04/2022 (US),1h 36m,Johnny Harrington
https://www.themoviedb.org/movie/408,Snow White and the Seven Dwarfs,71.0,"Fantasy, Animation, Family",10/02/1965 (IN),1h 23m,David Hand
https://www.themoviedb.org/movie/888195,Hot Seat,61.0,"Thriller, Action",01/07/2022 (US),1h 27m,Collin Watts
https://www.themoviedb.org/movie/14161,2012,58.0,"Action, Adventure, Science Fiction",10/10/2009 (US),2h 38m,Harald Kloser
https://www.themoviedb.org/movie/106646,The Wolf of Wall Street,80.0,"Crime, Drama, Comedy",25/12/2013 (IN),3h,Terence Winter
https://www.themoviedb.org/movie/47971,xXx: Return of Xander Cage,60.0,"Action, Adventure, Crime",13/01/2017 (IN),1h 47m,D. J. Caruso
https://www.themoviedb.org/movie/18785,The Hangover,73.0,Comedy,05/06/2009 (US),1h 40m,Scott Moore
https://www.themoviedb.org/movie/438631,Dune,79.0,"Science Fiction, Adventure",22/10/2021 (IN),2h 35m,Frank Herbert
https://www.themoviedb.org/movie/810171,The Valet,78.0,"Comedy, Romance",20/05/2022 (US),2h 4m,Rob Greenberg
https://www.themoviedb.org/movie/8966,Twilight,63.0,"Fantasy, Drama, Romance",21/11/2008 (US),2h 2m,Stephenie Meyer
